,ProdName,TransID,ProdCat,SellType
5097,Apple MacBook Pro,1219,Laptops,B2B
5098,Apple MacBook Pro,7374,Laptops,B2B
5099,Apple MacBook Pro,2506,Laptops,B2B
5100,Apple MacBook Pro,7550,Laptops,B2B
5101,Apple MacBook Pro,8948,Laptops,B2B
5102,Apple MacBook Pro,5468,Laptops,B2B
5103,Apple MacBook Pro,9661,Laptops,B2B
5104,Apple MacBook Pro,3480,Laptops,B2B
5105,Apple MacBook Pro,4346,Laptops,B2B
5106,Apple MacBook Pro,4240,Laptops,B2B
5107,Apple MacBook Pro,8151,Laptops,B2B
5108,Apple MacBook Pro,4939,Laptops,B2B
5109,Apple MacBook Pro,5299,Laptops,B2B
5110,Apple MacBook Pro,8280,Laptops,B2B
5111,Apple MacBook Pro,7183,Laptops,B2B
5112,Apple MacBook Pro,4569,Laptops,B2B
5113,Apple MacBook Pro,7335,Laptops,B2B
5114,Apple MacBook Pro,5040,Laptops,B2B
5115,Apple MacBook Pro,4604,Laptops,B2B
5116,Apple MacBook Pro,7368,Laptops,B2B
5117,Apple MacBook Pro,1157,Laptops,B2B
5118,Apple MacBook Pro,917,Laptops,B2B
5119,Apple MacBook Pro,3632,Laptops,B2B
5120,Apple MacBook Pro,1333,Laptops,B2B
5121,Apple MacBook Pro,1134,Laptops,B2B
5122,Apple MacBook Pro,8236,Laptops,B2B
5123,Apple MacBook Pro,8235,Laptops,B2B
5124,Apple MacBook Pro,2766,Laptops,B2B
5125,Apple MacBook Pro,374,Laptops,B2B
5126,Apple MacBook Pro,5520,Laptops,B2B
5127,Apple MacBook Pro,8533,Laptops,B2B
5128,Apple MacBook Pro,3980,Laptops,B2B
5129,Apple MacBook Pro,3036,Laptops,B2B
5130,Apple MacBook Pro,5609,Laptops,B2B
5131,Apple MacBook Pro,9121,Laptops,B2B
5132,Apple MacBook Pro,7206,Laptops,B2B
5133,Apple MacBook Pro,8265,Laptops,B2B
5134,Apple MacBook Pro,1823,Laptops,B2B
5135,Apple MacBook Pro,2588,Laptops,B2B
5136,Apple MacBook Pro,439,Laptops,B2B
5137,Apple MacBook Pro,997,Laptops,B2B
5138,Apple MacBook Pro,6558,Laptops,B2B
5139,Apple MacBook Pro,6104,Laptops,B2B
5140,Apple MacBook Pro,8268,Laptops,B2B
5141,Apple MacBook Pro,9711,Laptops,B2B
5142,Apple MacBook Pro,282,Laptops,B2B
5143,Apple MacBook Pro,546,Laptops,B2B
5144,Apple MacBook Pro,6145,Laptops,B2B
5145,Apple MacBook Pro,921,Laptops,B2B
5146,Apple MacBook Pro,3242,Laptops,B2B
5147,Apple MacBook Pro,7575,Laptops,B2B
5148,Apple MacBook Pro,1825,Laptops,B2B
5149,Apple MacBook Pro,8536,Laptops,B2B
5150,Apple MacBook Pro,4235,Laptops,B2B
5151,Apple MacBook Pro,7474,Laptops,B2B
5152,Apple MacBook Pro,3390,Laptops,B2B
5153,Apple MacBook Pro,412,Laptops,B2B
5154,Apple MacBook Pro,8035,Laptops,B2B
5155,Apple MacBook Pro,451,Laptops,B2B
5156,Apple MacBook Pro,5511,Laptops,B2B
5157,Apple MacBook Pro,4263,Laptops,B2B
5158,Apple MacBook Pro,6779,Laptops,B2B
5159,Apple MacBook Pro,4893,Laptops,B2B
5160,Apple MacBook Pro,2306,Laptops,B2B
5161,Apple MacBook Pro,2315,Laptops,B2B
5162,Apple MacBook Pro,4191,Laptops,B2B
5163,Apple MacBook Pro,325,Laptops,B2B
5164,Apple MacBook Pro,242,Laptops,B2B
5165,Apple MacBook Pro,622,Laptops,B2B
5166,Apple MacBook Pro,1885,Laptops,B2B
5167,Apple MacBook Pro,8962,Laptops,B2B
5168,Apple MacBook Pro,8287,Laptops,B2B
5169,Apple MacBook Pro,5431,Laptops,B2B
5170,Apple MacBook Pro,3006,Laptops,B2B
5171,Apple MacBook Pro,3337,Laptops,B2B
5172,Apple MacBook Pro,6271,Laptops,B2B
5173,Apple MacBook Pro,1817,Laptops,B2B
5174,Apple MacBook Pro,1086,Laptops,B2B
5175,Apple MacBook Pro,817,Laptops,B2B
5176,Apple MacBook Pro,1558,Laptops,B2B
5177,Apple MacBook Pro,4608,Laptops,B2B
5178,Apple MacBook Pro,8261,Laptops,B2B
5179,Apple MacBook Pro,7299,Laptops,B2B
5180,Apple MacBook Pro,9575,Laptops,B2B
5181,Apple MacBook Pro,4936,Laptops,B2B
5182,Apple MacBook Pro,6191,Laptops,B2B
5183,Apple MacBook Pro,795,Laptops,B2B
5184,Apple MacBook Pro,5466,Laptops,B2B
5185,Apple MacBook Pro,4247,Laptops,B2B
5186,Apple MacBook Pro,4411,Laptops,B2B
5187,Apple MacBook Pro,6805,Laptops,B2B
5188,Apple MacBook Pro,5724,Laptops,B2B
5189,Apple MacBook Pro,2090,Laptops,B2B
5190,Apple MacBook Pro,2411,Laptops,B2B
5191,Apple MacBook Pro,3381,Laptops,B2B
5192,Apple MacBook Pro,7099,Laptops,B2B
5193,Apple MacBook Pro,4249,Laptops,B2B
5194,Apple MacBook Pro,9154,Laptops,B2B
5195,Apple MacBook Pro,6766,Laptops,B2B
5196,Apple MacBook Pro,7367,Laptops,B2B
5197,Apple MacBook Pro,3889,Laptops,B2B
5198,Apple MacBook Pro,6825,Laptops,B2B
5199,Apple MacBook Pro,3136,Laptops,B2B
5200,Apple MacBook Pro,1824,Laptops,B2B
5201,Apple MacBook Pro,3079,Laptops,B2B
5202,Apple MacBook Pro,1916,Laptops,B2B
5203,Apple MacBook Pro,5492,Laptops,B2B
5204,Apple MacBook Pro,442,Laptops,B2B
5205,Apple MacBook Pro,7887,Laptops,B2B
5206,Apple MacBook Pro,6126,Laptops,B2B
5207,Apple MacBook Pro,656,Laptops,B2B
5208,Apple MacBook Pro,910,Laptops,B2B
5209,Apple MacBook Pro,252,Laptops,B2B
5210,Apple MacBook Pro,5655,Laptops,B2B
5211,Apple MacBook Pro,5722,Laptops,B2B
5212,Apple MacBook Pro,5494,Laptops,B2B
5213,Apple MacBook Pro,7141,Laptops,B2B
5214,Apple MacBook Pro,3982,Laptops,B2B
5215,Apple MacBook Pro,5445,Laptops,B2B
5216,Apple MacBook Pro,5446,Laptops,B2B
5217,Apple MacBook Pro,12,Laptops,B2B
5218,Apple MacBook Pro,3324,Laptops,B2B
5219,Apple MacBook Pro,1082,Laptops,B2B
5220,Apple MacBook Pro,1493,Laptops,B2B
5221,Apple MacBook Pro,1393,Laptops,B2B
5222,Apple MacBook Pro,4119,Laptops,B2B
5223,Apple MacBook Pro,4673,Laptops,B2B
5224,Apple MacBook Pro,6115,Laptops,B2B
5225,Apple MacBook Pro,5949,Laptops,B2B
5226,Apple MacBook Pro,9170,Laptops,B2B
5227,Apple MacBook Pro,9780,Laptops,B2B
5228,Apple MacBook Pro,3366,Laptops,B2B
5229,Apple MacBook Pro,5838,Laptops,B2B
5230,Apple MacBook Pro,8983,Laptops,B2B
5231,Apple MacBook Pro,4360,Laptops,B2B
5232,Apple MacBook Pro,1144,Laptops,B2B
5233,Apple MacBook Pro,4188,Laptops,B2B
5234,Apple MacBook Pro,1694,Laptops,B2B
5235,Apple MacBook Pro,5199,Laptops,B2B
5236,Apple MacBook Pro,2251,Laptops,B2B
5237,Apple MacBook Pro,4116,Laptops,B2B
5238,Apple MacBook Pro,5128,Laptops,B2B
5239,Apple MacBook Pro,4415,Laptops,B2B
5240,Apple MacBook Pro,1255,Laptops,B2B
5241,Apple MacBook Pro,6502,Laptops,B2B
5242,Apple MacBook Pro,9820,Laptops,B2B
5243,Apple MacBook Pro,1171,Laptops,B2B
5244,Apple MacBook Pro,642,Laptops,B2B
5245,Apple MacBook Pro,7017,Laptops,B2B
5246,Apple MacBook Pro,2544,Laptops,B2B
5247,Apple MacBook Pro,1949,Laptops,B2B
5248,Apple MacBook Pro,5403,Laptops,B2B
5249,Apple MacBook Pro,79,Laptops,B2B
5250,Apple MacBook Pro,9277,Laptops,B2B
5251,Apple MacBook Pro,5441,Laptops,B2B
5252,Apple MacBook Pro,6690,Laptops,B2B
5253,Apple MacBook Pro,4166,Laptops,B2B
5254,Apple MacBook Pro,5789,Laptops,B2B
5255,Apple MacBook Pro,6579,Laptops,B2B
5256,Apple MacBook Pro,2438,Laptops,B2B
5257,Apple MacBook Pro,5992,Laptops,B2B
5258,Apple MacBook Pro,7799,Laptops,B2B
5259,Apple MacBook Pro,631,Laptops,B2B
5260,Apple MacBook Pro,3203,Laptops,B2B
5261,Apple MacBook Pro,4232,Laptops,B2B
5262,Apple MacBook Pro,2011,Laptops,B2B
5263,Apple MacBook Pro,8908,Laptops,B2B
5264,Apple MacBook Pro,1180,Laptops,B2B
5265,Apple MacBook Pro,245,Laptops,B2B
5266,Apple MacBook Pro,6674,Laptops,B2B
5267,Apple MacBook Pro,4183,Laptops,B2B
5268,Apple MacBook Pro,6547,Laptops,B2B
5269,Apple MacBook Pro,8875,Laptops,B2B
5270,Apple MacBook Pro,6038,Laptops,B2B
5271,Apple MacBook Pro,3176,Laptops,B2B
5272,Apple MacBook Pro,5271,Laptops,B2B
5273,Apple MacBook Pro,7981,Laptops,B2B
5274,Apple MacBook Pro,8478,Laptops,B2B
5275,Apple MacBook Pro,796,Laptops,B2B
5276,Apple MacBook Pro,9096,Laptops,B2B
5277,Apple MacBook Pro,3963,Laptops,B2B
5278,Apple MacBook Pro,4875,Laptops,B2B
5279,Apple MacBook Pro,8594,Laptops,B2B
5280,Apple MacBook Pro,2906,Laptops,B2B
5281,Apple MacBook Pro,3675,Laptops,B2B
5282,Apple MacBook Pro,7776,Laptops,B2B
5283,Apple MacBook Pro,8830,Laptops,B2B
5284,Apple MacBook Pro,644,Laptops,B2B
5285,Apple MacBook Pro,3059,Laptops,B2B
5286,Apple MacBook Pro,7508,Laptops,B2B
5287,Apple MacBook Pro,1929,Laptops,B2B
5288,Apple MacBook Pro,9553,Laptops,B2B
5289,Apple MacBook Pro,528,Laptops,B2B
5290,Apple MacBook Pro,1270,Laptops,B2B
5291,Apple MacBook Pro,8759,Laptops,B2B
5292,Apple MacBook Pro,1105,Laptops,B2B
5293,Apple MacBook Pro,1443,Laptops,B2B
5294,Apple MacBook Pro,2635,Laptops,B2B
5295,Apple MacBook Pro,435,Laptops,B2B
5296,Apple MacBook Pro,9406,Laptops,B2B
5297,Apple MacBook Pro,9557,Laptops,B2B
5298,Apple MacBook Pro,9813,Laptops,B2B
5299,Apple MacBook Pro,7191,Laptops,B2B
5300,Apple MacBook Pro,3866,Laptops,B2B
5301,Apple MacBook Pro,2781,Laptops,B2B
5302,Apple MacBook Pro,2939,Laptops,B2B
5303,Apple MacBook Pro,4687,Laptops,B2B
5304,Apple MacBook Pro,3170,Laptops,B2B
5305,Apple MacBook Pro,78,Laptops,B2B
5306,Apple MacBook Pro,183,Laptops,B2B
5307,Apple MacBook Pro,7953,Laptops,B2B
5308,Apple MacBook Pro,1274,Laptops,B2B
5309,Apple MacBook Pro,7083,Laptops,B2B
5310,Apple MacBook Pro,949,Laptops,B2B
5311,Apple MacBook Pro,512,Laptops,B2B
5312,Apple MacBook Pro,3044,Laptops,B2B
5313,Apple MacBook Pro,6270,Laptops,B2B
5314,Apple MacBook Pro,989,Laptops,B2B
5315,Apple MacBook Pro,5506,Laptops,B2B
5316,Apple MacBook Pro,9037,Laptops,B2B
5317,Apple MacBook Pro,8281,Laptops,B2B
5318,Apple MacBook Pro,3985,Laptops,B2B
5319,Apple MacBook Pro,3465,Laptops,B2B
5320,Apple MacBook Pro,9012,Laptops,B2B
5321,Apple MacBook Pro,2321,Laptops,B2B
5322,Apple MacBook Pro,4607,Laptops,B2B
5323,Apple MacBook Pro,3179,Laptops,B2B
5324,Apple MacBook Pro,5389,Laptops,B2B
5325,Apple MacBook Pro,6330,Laptops,B2B
5326,Apple MacBook Pro,6688,Laptops,B2B
5327,Apple MacBook Pro,1874,Laptops,B2B
5328,Apple MacBook Pro,9727,Laptops,B2B
5329,Apple MacBook Pro,4846,Laptops,B2B
5330,Apple MacBook Pro,8576,Laptops,B2B
5331,Apple MacBook Pro,1983,Laptops,B2B
5332,Apple MacBook Pro,8894,Laptops,B2B
5333,Apple MacBook Pro,2729,Laptops,B2B
5334,Apple MacBook Pro,826,Laptops,B2B
5335,Apple MacBook Pro,3414,Laptops,B2B
5336,Apple MacBook Pro,487,Laptops,B2B
5337,Apple MacBook Pro,2324,Laptops,B2B
5338,Apple MacBook Pro,2637,Laptops,B2B
5339,Apple MacBook Pro,9815,Laptops,B2B
5340,Apple MacBook Pro,9236,Laptops,B2B
5341,Apple MacBook Pro,9457,Laptops,B2B
5342,Apple MacBook Pro,9608,Laptops,B2B
5343,Apple MacBook Pro,6137,Laptops,B2B
5344,Apple MacBook Pro,3002,Laptops,B2B
5345,Apple MacBook Pro,2449,Laptops,B2B
5346,Apple MacBook Pro,5629,Laptops,B2B
5347,Apple MacBook Pro,9180,Laptops,B2B
5348,Apple MacBook Pro,1447,Laptops,B2B
5349,Apple MacBook Pro,9240,Laptops,B2B
5350,Apple MacBook Pro,7725,Laptops,B2B
5351,Apple MacBook Pro,6658,Laptops,B2B
5352,Apple MacBook Pro,8947,Laptops,B2B
5353,Apple MacBook Pro,1567,Laptops,B2B
5354,Apple MacBook Pro,8586,Laptops,B2B
5355,Apple MacBook Pro,2473,Laptops,B2B
5356,Apple MacBook Pro,4476,Laptops,B2B
5357,Apple MacBook Pro,5281,Laptops,B2B
5358,Apple MacBook Pro,4058,Laptops,B2B
5359,Apple MacBook Pro,3997,Laptops,B2B
5360,Apple MacBook Pro,1354,Laptops,B2B
5361,Apple MacBook Pro,7126,Laptops,B2B
5362,Apple MacBook Pro,9786,Laptops,B2B
5363,Apple MacBook Pro,158,Laptops,B2B
5364,Apple MacBook Pro,149,Laptops,B2B
5365,Apple MacBook Pro,5131,Laptops,B2B
5366,Apple MacBook Pro,276,Laptops,B2B
5367,Apple MacBook Pro,605,Laptops,B2B
5368,Apple MacBook Pro,378,Laptops,B2B
5369,Apple MacBook Pro,8256,Laptops,B2B
5370,Apple MacBook Pro,50,Laptops,B2B
5371,Apple MacBook Pro,3326,Laptops,B2B
5372,Apple MacBook Pro,8920,Laptops,B2B
5373,Apple MacBook Pro,2479,Laptops,B2B
5374,Apple MacBook Pro,1148,Laptops,B2B
5375,Apple MacBook Pro,959,Laptops,B2B
5376,Apple MacBook Pro,2041,Laptops,B2B
5377,Apple MacBook Pro,32,Laptops,B2B
5378,Apple MacBook Pro,792,Laptops,B2B
5379,Apple MacBook Pro,8953,Laptops,B2B
5380,Apple MacBook Pro,1159,Laptops,B2B
5381,Apple MacBook Pro,3110,Laptops,B2B
5382,Apple MacBook Pro,1686,Laptops,B2B
5383,Apple MacBook Pro,6671,Laptops,B2B
5384,Apple MacBook Pro,7727,Laptops,B2B
5385,Apple MacBook Pro,5614,Laptops,B2B
5386,Apple MacBook Pro,9233,Laptops,B2B
5387,Apple MacBook Pro,1202,Laptops,B2B
5388,Apple MacBook Pro,8173,Laptops,B2B
5389,Apple MacBook Pro,8081,Laptops,B2B
5390,Apple MacBook Pro,8866,Laptops,B2B
5391,Apple MacBook Pro,1560,Laptops,B2B
5392,Apple MacBook Pro,3978,Laptops,B2B
5393,Apple MacBook Pro,7258,Laptops,B2B
5394,Apple MacBook Pro,45,Laptops,B2B
5395,Apple MacBook Pro,612,Laptops,B2B
5396,Apple MacBook Pro,4436,Laptops,B2B
5397,Apple MacBook Pro,2999,Laptops,B2B
5398,Apple MacBook Pro,2195,Laptops,B2B
5399,Apple MacBook Pro,6123,Laptops,B2B
5400,Apple MacBook Pro,888,Laptops,B2B
5401,Apple MacBook Pro,6975,Laptops,B2B
5402,Apple MacBook Pro,2403,Laptops,B2B
5403,Apple MacBook Pro,3356,Laptops,B2B
5404,Apple MacBook Pro,8285,Laptops,B2B
5405,Apple MacBook Pro,6643,Laptops,B2B
5406,Apple MacBook Pro,4074,Laptops,B2B
5407,Apple MacBook Pro,3878,Laptops,B2B
5408,Apple MacBook Pro,6239,Laptops,B2B
5409,Apple MacBook Pro,5301,Laptops,B2B
5410,Apple MacBook Pro,4211,Laptops,B2B
5411,Apple MacBook Pro,2559,Laptops,B2B
5412,Apple MacBook Pro,4273,Laptops,B2B
5413,Apple MacBook Pro,6273,Laptops,B2B
5414,Apple MacBook Pro,4493,Laptops,B2B
5415,Apple MacBook Pro,2446,Laptops,B2B
5416,Apple MacBook Pro,6950,Laptops,B2B
5417,Apple MacBook Pro,2172,Laptops,B2B
5418,Apple MacBook Pro,8303,Laptops,B2B
5419,Apple MacBook Pro,2522,Laptops,B2B
5420,Apple MacBook Pro,1107,Laptops,B2B
5421,Apple MacBook Pro,2560,Laptops,B2B
5422,Apple MacBook Pro,8375,Laptops,B2B
5423,Apple MacBook Pro,6630,Laptops,B2B
5424,Apple MacBook Pro,7812,Laptops,B2B
5425,Apple MacBook Pro,2303,Laptops,B2B
5426,Apple MacBook Pro,7155,Laptops,B2B
5427,Apple MacBook Pro,8111,Laptops,B2B
5428,Apple MacBook Pro,8199,Laptops,B2B
5429,Apple MacBook Pro,6680,Laptops,B2B
5430,Apple MacBook Pro,6324,Laptops,B2B
5431,Apple MacBook Pro,456,Laptops,B2B
5432,Apple MacBook Pro,6436,Laptops,B2B
5433,Apple MacBook Pro,5518,Laptops,B2B
5434,Apple MacBook Pro,2206,Laptops,B2B
5435,Apple MacBook Pro,5628,Laptops,B2B
5436,Apple MacBook Pro,5305,Laptops,B2B
5437,Apple MacBook Pro,1003,Laptops,B2B
5438,Apple MacBook Pro,3074,Laptops,B2B
5439,Apple MacBook Pro,9514,Laptops,B2B
5440,Apple MacBook Pro,4361,Laptops,B2B
5441,Apple MacBook Pro,1474,Laptops,B2B
5442,Apple MacBook Pro,4921,Laptops,B2B
5443,Apple MacBook Pro,1671,Laptops,B2B
5444,Apple MacBook Pro,5048,Laptops,B2B
5445,Apple MacBook Pro,7006,Laptops,B2B
5446,Apple MacBook Pro,3971,Laptops,B2B
5447,Apple MacBook Pro,1019,Laptops,B2B
5448,Apple MacBook Pro,6827,Laptops,B2B
5449,Apple MacBook Pro,7541,Laptops,B2B
5450,Apple MacBook Pro,3235,Laptops,B2B
5451,Apple MacBook Pro,8503,Laptops,B2B
5452,Apple MacBook Pro,8295,Laptops,B2B
5453,Apple MacBook Pro,2644,Laptops,B2B
5454,Apple MacBook Pro,5612,Laptops,B2B
5455,Apple MacBook Pro,8213,Laptops,B2B
5456,Apple MacBook Pro,8956,Laptops,B2B
5457,Apple MacBook Pro,8640,Laptops,B2B
5458,Apple MacBook Pro,4417,Laptops,B2B
5459,Apple MacBook Pro,1668,Laptops,B2B
5460,Apple MacBook Pro,2213,Laptops,B2B
5461,Apple MacBook Pro,2985,Laptops,B2B
5462,Apple MacBook Pro,4252,Laptops,B2B
5463,Apple MacBook Pro,7484,Laptops,B2B
5464,Apple MacBook Pro,914,Laptops,B2B
5465,Apple MacBook Pro,8617,Laptops,B2B
5466,Apple MacBook Pro,5340,Laptops,B2B
5467,Apple MacBook Pro,1113,Laptops,B2B
5468,Apple MacBook Pro,1844,Laptops,B2B
5469,Apple MacBook Pro,4860,Laptops,B2B
5470,Apple MacBook Pro,8507,Laptops,B2B
5471,Apple MacBook Pro,7832,Laptops,B2B
5472,Apple MacBook Pro,2951,Laptops,B2B
5473,Apple MacBook Pro,8591,Laptops,B2B
5474,Apple MacBook Pro,2717,Laptops,B2B
5475,Apple MacBook Pro,9071,Laptops,B2B
5476,Apple MacBook Pro,506,Laptops,B2B
5477,Apple MacBook Pro,6274,Laptops,B2B
5478,Apple MacBook Pro,2052,Laptops,B2B
5479,Apple MacBook Pro,1329,Laptops,B2B
5480,Apple MacBook Pro,8828,Laptops,B2B
5481,Apple MacBook Pro,9654,Laptops,B2B
5482,Apple MacBook Pro,8316,Laptops,B2B
5483,Apple MacBook Pro,1806,Laptops,B2B
5484,Apple MacBook Pro,5752,Laptops,B2B
5485,Apple MacBook Pro,232,Laptops,B2B
5486,Apple MacBook Pro,8072,Laptops,B2B
5487,Apple MacBook Pro,1601,Laptops,B2B
5488,Apple MacBook Pro,696,Laptops,B2B
5489,Apple MacBook Pro,7106,Laptops,B2B
5490,Apple MacBook Pro,2663,Laptops,B2B
5491,Apple MacBook Pro,3938,Laptops,B2B
5492,Apple MacBook Pro,4179,Laptops,B2B
5493,Apple MacBook Pro,7846,Laptops,B2B
5494,Apple MacBook Pro,2619,Laptops,B2B
5495,Apple MacBook Pro,4509,Laptops,B2B
5496,Apple MacBook Pro,643,Laptops,B2B
5497,Apple MacBook Pro,5771,Laptops,B2B
5498,Apple MacBook Pro,1713,Laptops,B2B
5499,Apple MacBook Pro,7891,Laptops,B2B
5500,Apple MacBook Pro,5663,Laptops,B2B
5501,Apple MacBook Pro,9569,Laptops,B2B
5502,Apple MacBook Pro,2344,Laptops,B2B
5503,Apple MacBook Pro,9174,Laptops,B2B
5504,Apple MacBook Pro,6433,Laptops,B2B
5505,Apple MacBook Pro,7722,Laptops,B2B
5506,Apple MacBook Pro,5172,Laptops,B2B
5507,Apple MacBook Pro,2210,Laptops,B2B
5508,Apple MacBook Pro,307,Laptops,B2B
5509,Apple MacBook Pro,8745,Laptops,B2B
5510,Apple MacBook Pro,1837,Laptops,B2B
5511,Apple MacBook Pro,2287,Laptops,B2B
5512,Apple MacBook Pro,3762,Laptops,B2B
5513,Apple MacBook Pro,509,Laptops,B2B
5514,Apple MacBook Pro,3676,Laptops,B2B
5515,Apple MacBook Pro,6282,Laptops,B2B
5516,Apple MacBook Pro,1331,Laptops,B2B
5517,Apple MacBook Pro,2971,Laptops,B2B
5518,Apple MacBook Pro,8818,Laptops,B2B
5519,Apple MacBook Pro,5855,Laptops,B2B
5520,Apple MacBook Pro,438,Laptops,B2B
5521,Apple MacBook Pro,4435,Laptops,B2B
5522,Apple MacBook Pro,9195,Laptops,B2B
5523,Apple MacBook Pro,5824,Laptops,B2B
5524,Apple MacBook Pro,9546,Laptops,B2B
5525,Apple MacBook Pro,5579,Laptops,B2B
5526,Apple MacBook Pro,4304,Laptops,B2B
5527,Apple MacBook Pro,4945,Laptops,B2B
5528,Apple MacBook Pro,6993,Laptops,B2B
5529,Apple MacBook Pro,3348,Laptops,B2B
5530,Apple MacBook Pro,1816,Laptops,B2B
5531,Apple MacBook Pro,1223,Laptops,B2B
5532,Apple MacBook Pro,802,Laptops,B2B
5533,Apple MacBook Pro,4145,Laptops,B2B
5534,Apple MacBook Pro,2773,Laptops,B2B
5535,Apple MacBook Pro,3895,Laptops,B2B
5536,Apple MacBook Pro,2350,Laptops,B2B
5537,Apple MacBook Pro,371,Laptops,B2B
5538,Apple MacBook Pro,9692,Laptops,B2B
5539,Apple MacBook Pro,6722,Laptops,B2B
5540,Apple MacBook Pro,3028,Laptops,B2B
5541,Apple MacBook Pro,6659,Laptops,B2B
5542,Apple MacBook Pro,9081,Laptops,B2B
5543,Apple MacBook Pro,7236,Laptops,B2B
5544,Apple MacBook Pro,4419,Laptops,B2B
5545,Apple MacBook Pro,5496,Laptops,B2B
5546,Apple MacBook Pro,2720,Laptops,B2B
5547,Apple MacBook Pro,9735,Laptops,B2B
5548,Apple MacBook Pro,7410,Laptops,B2B
5549,Apple MacBook Pro,8293,Laptops,B2B
5550,Apple MacBook Pro,5495,Laptops,B2B
5551,Apple MacBook Pro,1541,Laptops,B2B
5552,Apple MacBook Pro,7002,Laptops,B2B
5553,Apple Magic Keyboard,2533,Keyboar,B2B
5554,Apple Magic Keyboard,4549,Keyboar,B2B
5555,Apple Magic Keyboard,9216,Keyboar,B2B
5556,Apple Magic Keyboard,1040,Keyboar,B2B
5557,Apple Magic Keyboard,6752,Keyboar,B2B
5558,Apple Magic Keyboard,4514,Keyboar,B2B
5559,Apple Magic Keyboard,949,Keyboar,B2B
5560,Apple Magic Keyboard,5750,Keyboar,B2B
5561,Apple Magic Keyboard,6528,Keyboar,B2B
5562,Apple Magic Keyboard,366,Keyboar,B2B
5563,Apple Magic Keyboard,6585,Keyboar,B2B
5564,Apple Magic Keyboard,8235,Keyboar,B2B
5565,Apple Magic Keyboard,4052,Keyboar,B2B
5566,Apple Magic Keyboard,2750,Keyboar,B2B
5567,Apple Magic Keyboard,2101,Keyboar,B2B
5568,Apple Magic Keyboard,1868,Keyboar,B2B
5569,Apple Magic Keyboard,4381,Keyboar,B2B
5570,Apple Magic Keyboard,1268,Keyboar,B2B
5571,Apple Magic Keyboard,1472,Keyboar,B2B
5572,Apple Magic Keyboard,6201,Keyboar,B2B
5573,Apple Magic Keyboard,9165,Keyboar,B2B
5574,Apple Magic Keyboard,5549,Keyboar,B2B
5575,Apple Magic Keyboard,7045,Keyboar,B2B
5576,Apple Magic Keyboard,5424,Keyboar,B2B
5577,Apple Magic Keyboard,7495,Keyboar,B2B
5578,Apple Magic Keyboard,9594,Keyboar,B2B
5579,Apple Magic Keyboard,3593,Keyboar,B2B
5580,Apple Magic Keyboard,6321,Keyboar,B2B
5581,Apple Magic Keyboard,8958,Keyboar,B2B
5582,Apple Magic Keyboard,4289,Keyboar,B2B
5583,Apple Magic Keyboard,7595,Keyboar,B2B
5584,Apple Magic Keyboard,3016,Keyboar,B2B
5585,Apple Magic Keyboard,5692,Keyboar,B2B
5586,Apple Magic Keyboard,2988,Keyboar,B2B
5587,Apple Magic Keyboard,884,Keyboar,B2B
5588,Apple Magic Keyboard,9071,Keyboar,B2B
5589,Apple Magic Keyboard,4307,Keyboar,B2B
5590,Apple Magic Keyboard,9214,Keyboar,B2B
5591,Apple Magic Keyboard,3087,Keyboar,B2B
5592,Apple Magic Keyboard,2466,Keyboar,B2B
5593,Apple Magic Keyboard,8119,Keyboar,B2B
5594,Apple Magic Keyboard,4472,Keyboar,B2B
5595,Apple Magic Keyboard,1310,Keyboar,B2B
5596,Apple Magic Keyboard,8041,Keyboar,B2B
5597,Apple Magic Keyboard,3456,Keyboar,B2B
5598,Apple Magic Keyboard,8716,Keyboar,B2B
5599,Apple Magic Keyboard,4217,Keyboar,B2B
5600,Apple Magic Keyboard,7905,Keyboar,B2B
5601,Apple Magic Keyboard,4074,Keyboar,B2B
5602,Apple Magic Keyboard,1555,Keyboar,B2B
5603,Apple Magic Keyboard,917,Keyboar,B2B
5604,Apple Magic Keyboard,6706,Keyboar,B2B
5605,Apple Magic Keyboard,4137,Keyboar,B2B
5606,Apple Magic Keyboard,6618,Keyboar,B2B
5607,Apple Magic Keyboard,9335,Keyboar,B2B
5608,Apple Magic Keyboard,365,Keyboar,B2B
5609,Apple Magic Keyboard,6840,Keyboar,B2B
5610,Apple Magic Keyboard,1005,Keyboar,B2B
5611,Apple Magic Keyboard,2412,Keyboar,B2B
5612,Apple Magic Keyboard,7553,Keyboar,B2B
5613,Apple Magic Keyboard,5829,Keyboar,B2B
5614,Apple Magic Keyboard,4296,Keyboar,B2B
5615,Apple Magic Keyboard,3006,Keyboar,B2B
5616,Apple Magic Keyboard,8726,Keyboar,B2B
5617,Apple Magic Keyboard,1126,Keyboar,B2B
5618,Apple Magic Keyboard,3740,Keyboar,B2B
5619,Apple Magic Keyboard,4097,Keyboar,B2B
5620,Apple Magic Keyboard,797,Keyboar,B2B
5621,Apple Magic Keyboard,1047,Keyboar,B2B
5622,Apple Magic Keyboard,1244,Keyboar,B2B
5623,Apple Magic Keyboard,6265,Keyboar,B2B
5624,Apple Magic Keyboard,4433,Keyboar,B2B
5625,Apple Magic Keyboard,8371,Keyboar,B2B
5626,Apple Magic Keyboard,8497,Keyboar,B2B
5627,Apple Magic Keyboard,1237,Keyboar,B2B
5628,Apple Magic Keyboard,94,Keyboar,B2B
5629,Apple Magic Keyboard,8221,Keyboar,B2B
5630,Apple Magic Keyboard,419,Keyboar,B2B
